@relation 'weatherData-weka.filters.unsupervised.attribute.Remove-R1-2,6-7'

@attribute temperature numeric
@attribute pressure numeric
@attribute humidity numeric

@data
8.6,766.6,41
7.5,767.2,58
1.9,767.1,92
1.3,767.2,94
1.6,767.5,90
3.5,767.2,88
4.5,766.9,80
6.1,766.3,59
7.7,766,57
7.6,765.9,53
4.3,765,74
2.1,764.1,80
2.7,763,79
3.3,761.8,71
5,760.4,66
6.6,758.3,58
8.3,756.5,50
6.3,755.3,69
3.1,754.8,81
2.3,754.1,93
2,754.3,98
3.1,754.2,89
5.1,753.5,80
8.3,753.2,58
10.1,752.2,58
10.5,750.5,59
9.2,748,80
8.6,746.5,85
8.7,745.4,85
9.9,744.8,84
9.3,744.4,95
8.5,746,89
8.7,748.9,70
6.4,754.5,70
4.2,758.6,82
4.2,760.7,72
3.1,761.9,78
2.2,761.9,82
5.2,760.6,58
6.9,758.9,45
7.3,756.6,44
5.9,754.5,50
4,752.5,64
4.6,750.9,57
5.9,749.2,59
6.1,747.2,67
6.7,745,68
6.5,742.4,81
9.8,739,80
9.7,736.6,77
7.7,735.8,83
8.8,735.8,73
9.6,735.8,79
10.1,736,75
10.2,736.9,76
10.6,738.1,78
10.6,739,77
9.2,739.4,87
6.9,740.3,91
4.7,743.8,93
4.6,748.4,89
4.9,751.4,84
5.4,753.2,84
6.1,753.7,79
4.6,754.1,92
3.9,753.2,83
?,752.9,?
1.1,752.6,96
1.7,751.8,85
3.3,750.8,78
6,748.9,61
6.9,746.8,54
6.3,744.4,70
4.9,742.4,94
4.4,741.5,95
4.9,742.6,94
5.2,743.6,95
5.5,744.8,89
5.9,745.6,92
5.5,746.9,92
5.3,748,84
4.9,748.6,91
4.9,749.2,91
5.8,749.3,92
7,749.3,81
7.6,748.9,73
6.3,749.2,82
5.6,749,88
2.7,748.5,98
4.1,748,95
5.4,747.4,92
7.1,747,80
9.3,745.8,54
9.6,745.3,53
7.3,744.8,62
5.5,743.6,85
6.9,742.7,82
8.2,742.3,82
8.7,743.6,97
9.4,745.1,91
11.9,746.1,78
12.6,746.7,97
13.5,747.4,93
13.5,749.2,87
13.2,751.4,85
13.3,753.5,83
13.7,755,80
14.9,755.8,77
15.6,756.6,78
15.2,758,82
15.8,759.3,80
13.7,759.6,91
13.9,760.2,89
14.4,759.9,85
14.5,760.2,87
14.5,759.7,84
13.9,759.4,87
14.9,759.4,70
11.1,760.4,87
9.1,760.3,89
6.5,760,88
5.5,759.7,94
6.7,759.1,82
8.6,758.1,74
10.7,756.8,58
12.2,756.2,47
10.9,755.2,56
8.2,753.8,81
8.9,752.6,95
9.2,751.9,93
9.9,752.2,84
11.1,752.4,78
13.4,752,65
13.7,752,59
13.1,751.3,62
11.7,750.2,71
10.8,749.7,83
11.6,749.7,71
12.5,749.1,81
14.3,748.2,75
14.9,747.9,77
14.9,747.8,87
14.1,747.8,94
14.7,747.8,84
14.1,749.1,92
13.5,751,95
14.1,753.5,85
14.3,755.2,87
14.8,756.6,80
15.6,757.5,67
15.5,757.8,75
13.3,757.9,91
13,757.9,94
13.3,757.9,93
13.2,758.2,94
14.3,758.4,87
14.9,758.4,87
15.8,758.4,80
12.8,758.5,93
12.5,758.6,84
11.8,759.4,91
12.3,760.2,92
13.4,760.6,88
14.5,761.2,92
15.8,761.6,83
17.6,761.9,75
16.1,762.4,78
12.7,762.4,97
10.7,762.3,95
12.9,761.9,94
13.5,761.9,85
13.4,761.5,90
13.5,761.4,91
13.2,761.2,94
13.6,761.7,85
11.6,761.9,89
11.1,762.2,87
10.1,762.2,87
10.5,762.4,82
10.4,762.2,68
12.9,762.3,51
13.6,761.8,45
11.9,761.2,51
8.3,759.8,77
7.1,758.7,82
8.5,757.7,79
9.9,757,76
12.5,756.2,68
13.9,755.7,63
14.3,755.4,58
13.8,755,60
11.1,754.8,89
12.2,754.2,89
12.5,754.8,86
13.7,756.3,86
13.7,757.5,82
15.9,758.9,70
17,760.8,63
16.2,762.4,72
13,763.6,92
13.3,764.8,79
11.5,766.4,97
11.6,767.6,92
14.1,768.2,82
17.7,768.4,66
19.7,769.6,55
17.9,770.4,65
13,770.6,87
11.2,770.2,94
11.5,770.5,86
11.6,770.1,94
13.1,769.6,91
14.9,768.8,84
16.5,768.3,75
13.3,767.6,93
12.3,766.3,97
12.7,765.4,94
14.1,765,76
13.8,764.8,82
14.1,764.8,75
15.5,764.3,65
17.1,764.4,43
16.1,764.4,48
11.5,764.4,70
9.1,763.6,92
9.9,763.6,94
10.8,763.6,97
12.3,763.7,92
17,764,52
17.3,765.1,53
15.5,766.4,63
12.5,766.8,84
11.6,766.6,89
11.3,767.2,87
11.1,767.4,91
13.7,767.7,72
15.9,767.6,54
17,768.2,49
16.3,768.6,50
12.6,768.9,84
9.5,769,100
10.6,769,100
12.6,768.8,99
15.6,768.8,94
17,768.6,90
17.5,768.4,85
16.2,768.2,90
15.5,767.4,88
15.5,766.8,82
16.6,766.9,76
17.7,767,73
19.1,767.2,68
21.6,767.3,57
22.3,767.9,51
19.5,768.5,66
16.1,768.2,80
15.6,768.4,84
16.3,768.4,79
16.3,768.5,81
17,768.5,75
18,768.5,69
18.5,768.4,67
17.1,768.2,77
15.4,767.6,84
12.7,767,96
13.3,766.1,93
14.5,765.4,85
15.3,764.6,83
16.3,763.3,85
15,762.3,88
15.7,761.2,89
14.9,760.3,89
14.5,759.3,91
14.5,758.8,91
14.3,758.5,89
14.8,757.7,80
15.7,756,81
15.6,753.7,81
15.5,749.6,96
17,749,93
16.1,751,94
16.4,752.1,96
14.7,753.5,99
14.2,755.8,96
14.9,756.6,96
15.1,757.2,93
15.9,757.7,64
14.7,757.9,96
15.3,757.5,93
15.9,757.1,91
16.9,756.4,89
16.8,755.8,94
21.5,754.4,62
21.4,755.2,65
20.6,755.8,66
18.8,756.5,70
18.9,757,73
19.7,758.2,71
20.8,758.8,69
21.9,759.5,69
23.4,759.8,60
23.2,760.6,59
22,761.1,62
18.2,761.3,72
15.1,761.2,84
15.7,761.7,84
17.3,761.9,71
18.9,762.2,60
22,762.3,42
22.2,763.4,43
21.4,764.1,50
16.7,764.1,70
15.4,764.4,77
16.7,764.7,76
18.1,764.5,73
18.4,764,71
18.1,763.9,73
18.3,763.8,73
18.5,763.5,66
15.1,763.3,84
13.3,762.8,86
13.5,762.4,79
14.5,761.9,79
14.8,761.3,88
18.2,760.6,60
18.8,760.6,64
16.7,760.6,73
14.1,760,85
12.5,759.7,95
13,759,94
13.3,758.5,94
13.9,758.5,92
14,758.2,94
13.8,758.2,96
13.9,757.7,96
15,756.9,87
17.6,756.7,86
18.3,757.2,83
19.5,758,83
20.9,758.6,73
22.9,758.6,60
22.6,759,60
19.4,759.6,73
16.9,759.4,82
14.7,759.3,97
15,759.4,98
16.7,759.3,91
17.3,759.3,86
18.6,759.2,79
19.1,759,76
18.3,758.6,82
16.6,758.3,91
16,757.7,96
16.3,757.5,96
16,757.4,96
16.1,757.4,98
15.8,757.5,97
19.1,757.5,72
18.4,757.4,78
16.9,756.8,94
16.5,757,85
17.3,758.2,78
17.9,759.9,70
19.4,760.7,61
21.2,761.2,49
21.7,762,53
19.5,762.7,64
16.9,762.4,79
15.9,762.4,82
15.3,762.2,86
15.7,761.8,81
16.4,761.9,76
18.3,761.8,60
18.7,761.8,56
18.4,761.5,57
14.1,761,75
12.1,760.7,83
12.5,760.6,89
13.7,760.6,83
15.8,760.3,85
16.3,760,78
15.7,760,84
16.8,760,81
16.1,760,83
15.5,760.5,88
16.1,761.6,85
16.8,762.3,82
17.5,762.8,74
20.3,763.5,59
20,764.2,68
18.3,764.6,69
16.3,764.8,68
11.7,765.2,91
12.7,765.4,87
13.8,765.8,70
15.7,765.8,61
18.8,766.1,48
20,766.8,46
19,767.8,53
14.7,768.8,66
9,768.5,100
10,768.5,92
11.5,769,78
13.7,769.2,58
17.1,769,46
18.1,769.4,45
17.4,770,55
14.3,770.2,80
8.9,770.1,97
10.2,769.6,99
11.4,769.6,97
14.5,769.5,76
17.7,769.1,55
15.8,768.8,67
15.5,768.2,71
12.7,766.8,79
10.6,765.6,91
12.2,764.6,81
13.6,763.6,72
14.4,762.4,62
16,761,61
15.1,759.1,66
13.7,756.8,78
13.5,754.2,91
12.7,752.2,96
12.8,751,97
13.8,750.7,96
15,751.2,97
17.1,752.3,86
18.6,753.6,70
17.1,754.4,78
15.6,754.2,85
12.9,754.2,99
12.3,753.5,94
14.9,752.4,89
16.8,751,76
18.1,750.1,73
19.4,749.5,63
18.1,749,71
17.3,748.7,79
15.8,749.2,88
16.1,749.6,83
17.4,750.3,83
18.1,750.5,85
15.6,751.4,90
14.7,753.1,80
15,755.6,79
15.3,756.8,86
13.6,757.5,95
13.6,757.4,74
16.1,756.9,66
17.6,755.9,67
19.3,755,57
19.4,753.8,60
16.1,752.8,78
14,751.4,89
13.4,750.8,88
12.9,750.8,93
13.5,750.8,93
16.1,750.8,81
17.9,750.6,67
17.4,750.6,76
14.2,750.5,93
15.4,750,88
15.2,750.2,92
15.3,750.4,89
15.7,750.6,89
16.8,760.4,82
17.6,750.4,77
16.1,750.4,89
17.7,?,74
16.7,?,81
15.9,750.2,87
16.1,750.7,85
17.7,750.8,79
19.7,751,69
20.9,751.4,61
19.7,752.2,66
16.3,753.3,79
16.1,754.4,73
15.1,756.1,75
16.3,757.6,71
17.8,758.6,73
18.7,759.1,84
21.1,760.2,60
25,760.9,36
23,761.8,47
19.9,762.3,76
17.7,762.5,79
17.8,763.2,72
18.1,763.3,74
20.1,763.6,69
22.1,764.2,55
22.5,764.8,56
22.3,765.2,73
19,765.4,93
17,765.8,95
15.7,766,93
17.1,765.8,76
?,765.8,?
24.3,766.2,44
24.1,766.7,47
21.7,767.7,51
19.1,767.8,63
14.5,767.8,96
14.7,767.7,91
15.5,767.5,81
19.9,767.2,57
22.9,767.2,43
23.4,767.5,43
22.3,768.2,48
17.9,768.2,69
12.9,768.3,86
13.5,768.5,89
14.6,768.4,78
19.1,768.1,52
21.4,768,38
21.2,768.4,41
20.6,768.6,48
17.2,768.6,69
14.1,768.4,87
14.5,768.3,87
15.7,768.1,79
18.9,767.6,59
21.4,767.4,46
21.7,767.8,48
20,767.8,60
16.7,767.5,80
11.1,767.4,92
11.4,767.4,91
13.2,767.3,85
16.1,766.8,77
18.7,766.5,69
18.9,766.6,65
15.3,767,86
14.5,766.6,94
15.2,766.1,87
15.5,765.8,88
16.2,765.4,85
16.4,764.9,85
16.8,764.3,85
17.3,763.9,87
17.9,763.2,84
18.8,762,80
14.5,761.6,96
14.4,760.9,96
14.7,760.4,93
16.7,759.6,87
16.8,759.3,82
18.6,758.8,78
16.1,758.8,91
15.7,759,95
15.2,759.1,97
15.6,759.3,96
15.9,759.7,95
15.7,760,95
20.1,760,59
18.5,760.5,84
18.7,760.7,73
17.6,761.2,78
15.1,761.4,89
16.5,761.2,81
17.1,761.1,72
19.4,761,54
21.1,760.6,54
20.5,760.7,57
19.4,760.6,64
18.1,760.3,78
17.7,759.6,88
23,762.6,48
19.6,763.3,64
14.5,763.8,93
14.9,763.9,93
16.8,764.2,86
19.3,764.2,60
21.4,764.3,53
21.5,764.8,63
19.9,765.2,71
18.5,765,84
17.1,764.8,92
18.2,764.6,89
18.7,764.6,86
21.1,764,75
23.2,763.9,55
22,764,71
22.3,763.9,65
19.3,763.1,86
17.7,762.2,93
17.7,761.6,91
18.1,761,85
19.4,760.1,70
20.1,759.4,69
21.1,758.6,69
20.9,758,71
18.4,757.4,80
16.8,756.8,90
17.5,756.4,92
18.5,756.2,92
19.2,755.4,87
19.1,755.2,78
20.2,755.2,81
21.5,754.9,64
19.7,755.7,69
16.1,756.3,85
17,756.9,88
17.1,757.3,89
19.8,757.4,70
21,757.4,54
21.4,757.3,66
19.8,756.9,68
18,756.5,82
16.5,756.1,94
16.2,756,90
17.7,755.6,77
19.2,754.8,65
21.3,754.3,62
21,753.9,75
20.9,753.2,81
17.6,752.4,94
18.1,751.7,92
20.6,752.2,67
22.3,753.1,58
24.6,754,45
25.7,754.8,39
25.3,755.8,43
20.8,757.6,63
17.3,758.2,78
16.9,758.2,88
17.2,758.7,90
21.3,758.4,68
22.1,758.4,63
21.3,758.3,57
19.2,758.6,77
15.3,758.2,92
15,757.4,93
15.6,756.8,91
17.3,756.2,81
19.1,755.3,68
20,754.9,63
19.3,754.1,65
19,753.7,66
16,753.2,83
15.6,752.6,86
15.2,752.4,90
16.1,752.1,83
17.3,752,76
19.1,752,60
21.7,751.9,55
19.3,752.3,64
16.6,752.3,81
15.4,752.3,87
16.3,752.2,90
16.9,752.4,81
17.3,752.2,80
21,750.9,85
22.3,751.4,77
23.4,752.2,72
17.9,753.3,83
17.6,754.4,83
18.7,756.2,62
18.1,756.9,68
20.2,757.8,53
23.1,757.9,46
24.8,758.9,46
22.9,759.6,47
19.8,759.5,63
16.1,759.4,88
17.1,759.2,84
17.6,759.2,67
20.5,758.6,61
21.7,758.9,58
21.9,759.4,58
21.9,759.7,74
18.5,759.2,84
17.3,759.2,89
17.9,759,87
18.2,758.8,83
20.3,758.2,68
21.7,758.3,64
22.1,758.5,68
20.1,758.6,79
18.2,758,88
17.5,757.9,94
17.7,758,94
17.8,758.6,97
21.5,759.9,85
22.8,760.6,77
26.1,761.8,52
23.3,763,61
19.9,763,81
17.4,763,93
17.7,763.1,88
17.2,763.3,95
21.2,763.1,64
22.5,763.6,57
22.6,764.2,51
20.9,764,63
17.6,763.3,81
16.3,762.6,85
15.6,762.2,75
16.8,761.6,58
18.8,761,56
19.4,760.6,61
18.6,760.3,73
17.1,759.2,80
15.6,757.9,91
15.9,757.6,89
16,757.4,94
16.3,756.7,96
17.6,756.7,94
23.3,756.6,67
24.9,757.2,63
23.1,757.7,66
17.7,759.2,79
16.7,760.4,81
16.3,761.2,83
17.4,761.4,79
20.5,761.6,67
21.7,761.6,62
20.9,761.5,60
17.8,761.5,72
17.3,760.6,78
16.4,759.8,89
17.1,760,81
20.1,759.5,54
22.4,759.8,46
24.1,759.7,42
24.1,760.2,41
22.5,760.5,44
19.8,760.4,50
14.2,760.4,88
14.1,759.8,85
16.3,759.4,77
20.9,758.8,50
22.9,758.6,46
22.4,758.3,44
20.7,758,47
18.2,757.3,75
15.9,756.2,81
17.3,755,76
18.9,754.1,69
21.5,753.3,57
21.5,752.2,57
21.1,751.2,70
17.2,750,93
17.9,749.8,85
17,750.8,90
16.5,752.6,90
16.6,753.8,89
19.6,754.2,71
19.5,754.6,71
18.7,755.3,77
16.7,755,86
15.5,754.4,91
13.9,753.9,91
12.9,754,91
13.6,755,81
17.6,755.1,52
18.6,755.3,43
18.4,756,42
17.5,756.5,45
15.7,756.7,59
11.5,756.5,74
11,756.4,89
11.5,756,82
14.7,755.8,57
14.2,755.7,59
15.2,755.5,59
14.9,754.9,57
12.5,755,71
9.3,754.5,90
8.1,754.3,90
9.6,753.9,83
12.9,753.4,59
13.5,752.7,52
13.7,752.2,47
11.3,751.9,69
8.7,751.4,91
8.9,751.3,88
9.5,751.8,78
9.9,752.3,71
11.1,752.6,64
12.2,752.8,70
12.9,752.8,71
12.9,753.2,71
10.4,754.1,91
12.1,754.9,64
11.9,755.6,63
12,756.2,62
14.8,756.7,44
15.9,757,44
17.8,756.4,34
18.7,756.3,39
16.6,756.9,80
14,757.7,89
14.5,758.7,82
16.5,759.5,77
20,759.5,67
20.3,759,74
21.9,759.8,66
21.7,760.6,67
18.6,761.2,78
15.5,762.4,86
15.5,763.4,91
16.3,764.2,87
21.1,764.5,55
23.3,765.4,37
21.2,766.6,48
20.9,767.1,46
16.9,767.6,50
12.5,768,77
11.7,768.4,72
13.4,768.7,58
18.5,768.7,49
19.9,769.1,40
19.9,769.9,43
19.1,770,50
16.8,770,64
13.4,770,72
14.4,770,75
14.1,769.2,79
17.1,768.6,66
20.7,768,66
21.1,768.2,55
18.7,767.8,71
16.3,767.1,84
15.7,766.3,89
15.1,765.2,89
17,764.2,93
21.1,763.4,54
20.6,762.5,68
16.8,761.6,86
17.1,761,88
16.5,761,95
17.1,761.4,95
17.9,762.2,92
17.6,763.8,95
17.9,765.1,94
18.6,766.1,88
23.1,766.6,56
23,767.6,50
19.1,768.9,59
18.1,769.4,61
17.1,769.9,66
19.3,769.6,51
24.1,769.7,41
25.5,769.7,36
25.7,770.6,37
24.5,771.3,37
21.5,771.9,53
15.3,771.7,81
21.2,770.5,54
19.1,770.6,71
23.7,769.9,43
22.4,770.1,46
18.5,769.5,68
14.4,769.4,92
15.6,768.7,81
17.7,768.4,71
20.3,768.1,51
23.4,767.6,42
23,768.1,43
22.8,768.5,44
19.3,769.2,56
13.8,769.2,88
13.1,769.7,81
15.8,769.7,73
20.4,769.3,40
21.5,769.4,45
22.3,770,41
18.9,770.6,60
16.8,770.3,61
13.5,770.6,74
13.2,770.7,66
14.5,770.4,55
18.4,769.9,36
21.1,769.7,26
21.7,770.1,38
19.3,770.2,45
15.5,769.6,67
10.6,769,92
9.9,768.2,93
12.1,767.2,74
14.7,766.1,63
17,765.3,49
16.6,764.3,50
14.9,763.4,65
12.3,761.8,78
10.6,760.5,80
10.7,759.4,82
11.8,758.8,80
13.5,757.6,67
13.8,756.9,77
12.7,756.1,89
16.2,755.2,55
13.5,755,74
10.7,754.6,85
11.9,754.6,87
13.1,754.9,79
13.5,754.4,77
15.1,753.8,70
14.5,753.9,64
14.6,754.4,52
13.7,755,56
11.7,755.8,69
10.4,756.8,74
11.8,757,69
14.5,757.2,55
15,757.8,41
13.5,757.6,50
11.8,756.7,63
10.7,755.4,72
10.6,754.7,73
10.9,754.4,82
10.9,753.5,88
10.7,753.2,89
10.1,752.8,92
9.7,753,90
9.7,752.8,95
9.7,754,92
9.7,756,90
10.7,756.8,82
11.2,757.8,71
12.4,758.5,66
12.5,758.6,84
14.9,758.1,64
13.3,757.6,73
14,757.4,70
12.1,757.3,74
11.3,757.3,78
12.7,756.4,76
13.7,755.8,68
16.1,755,59
18.8,754,53
16.3,754.4,60
14.5,753.9,74
13.3,753.8,77
14.4,754.6,75
15.9,755.6,69
19.2,756.2,52
20.4,756.4,44
19.1,756.9,53
16.4,756.2,68
15.6,755.2,78
17.9,753.7,88
17.9,753.3,94
19.3,752.7,88
21.4,752.6,76
25.2,751.6,63
26,752.8,63
25.7,753.8,61
22.2,754.5,71
15,754.9,93
14.7,755.3,96
17.3,755,91
20.7,754.6,81
20.8,754.1,81
19.3,754.6,79
17.1,755,86
15.5,756.6,88
15.6,758.2,84
15.9,758.6,83
16.2,759.5,83
20.8,759.4,64
21.1,759.9,59
18.9,760.4,63
14.5,759.7,91
13.6,759.2,96
13.7,758.3,99
14.2,757.2,97
14.5,757.4,96
14.5,757.8,96
15.2,759.2,91
17.5,759.9,88
19.2,761.2,72
16.4,761.9,78
10.6,762.8,96
10.8,763,96
11.4,763.4,97
13.7,763.1,88
13.5,763,89
12.4,762.9,89
11.3,762.9,83
12.5,762.9,63
10.5,762.9,75
9.9,762.9,78
11.3,762.2,74
11.7,761.6,72
12.5,760.6,65
12.3,759.3,63
11.6,757.8,61
11,756.6,65
8,755.7,77
7.7,755.8,70
7.9,756.5,60
9.9,757.2,52
11.4,757.6,53
11.1,757.9,62
12.1,758,50
9.3,758.3,66
6.3,757.7,88
5.7,757,94
8.1,756.3,72
9.4,755.6,63
10.5,754.6,61
9.8,753.8,73
8.6,752.6,88
7.5,751.5,91
8.2,750.8,90
8.2,750.4,88
8.7,750.1,86
9.1,749.4,81
9.6,748.4,80
8.9,746.9,83
8.5,744.6,89
8.2,742.7,82
7.5,740.9,81
6.9,739.9,88
8,739.9,82
8.7,739.5,91
9.4,738.9,83
11.7,738.3,78
11.1,737.1,96
10.6,738,91
9.9,738.3,92
9.5,738.8,96
8.9,739.7,98
9.3,740.8,95
10.3,741.7,94
11.3,742.9,95
13.8,743.9,80
13.3,745.1,62
12,746.8,59
11.2,748.9,58
12.9,750.9,44
15.5,752.8,39
18.3,754.4,36
18.5,755.8,36
16.7,757.6,38
14.9,758.5,47
14.1,758.9,55
14.9,759.4,58
15,760,84
20.9,760.2,49
25.3,761.4,28
26.7,763,27
23.1,765,43
19.5,766.4,50
15,767.4,90
13.7,768.4,89
15.9,769,78
21.9,769.6,45
23.7,770.9,39
24.2,772.4,39
21.5,773.5,49
20.3,773.9,48
12.9,774,88
12.2,773.6,82
14.1,773.6,61
17,773.2,56
19.1,773.7,37
20.4,774.4,28
18.8,774.7,38
15.2,774.7,70
10.4,774.6,90
9.5,774.4,84
11.2,773.8,53
16.7,772.9,25
19.8,772.1,26
19.9,772,30
17.7,771.4,38
14.9,770.1,58
10.7,767.7,72
11.5,765.6,71
12.1,764,73
14.1,762.4,69
17.3,761.2,41
17.5,760.5,38
16.5,759.8,52
14.1,758.9,65
11.7,758.1,77
12.3,756.6,82
12.3,755.8,78
14.7,754.8,78
26.2,753.2,32
25.7,754.2,31
23.1,755.3,38
19.1,756.3,47
14.3,756.8,58
12.1,757.4,70
13.4,758,61
17.7,758.1,40
20.3,758.6,25
19.3,759.6,36
18.1,759.8,50
13.3,759.4,67
10.9,759.2,81
10.6,758.7,81
11.4,758.5,80
14,758,59
15,757.5,56
16,756.9,53
14.7,756,65
13.1,754.9,65
10.2,753.4,70
10.8,752.4,63
11.5,751.6,70
14.1,750.7,52
14.6,750.1,52
15.7,749.2,39
15.1,748.4,57
10.3,748.4,84
11.3,747.8,79
11.1,748.3,82
11.1,749.2,85
12.7,749.4,71
14.5,749.2,64
14.1,749.3,71
13.6,749.8,77
12.2,749.8,92
12.4,750.4,73
12.9,751.7,69
13,752.6,72
16.5,753.4,42
19.5,754.4,26
19.1,756.2,30
17.1,757.9,41
14.4,758.8,64
9.6,759,87
10,759.8,85
13,760,65
14.5,759.8,50
15.5,760.4,47
14.9,761,50
16.3,761.4,48
10.7,761.9,78
8.9,762,?
7.9,762.4,93
9.8,762.8,78
12.1,762.9,54
13.5,763.4,51
14.5,763.7,70
11,764.2,85
9.9,764,92
10.5,763.6,86
10.5,763.5,92
11,763.5,92
11.7,763.6,83
12.8,764.2,77
15,764.6,58
15.1,765,56
15.1,764.8,49
7.1,765.2,85
6.5,765.4,88
8.5,765.1,62
14,765,43
16.1,765.2,28
15.7,765.8,33
14.7,766.4,41
12.3,766.5,53
7.7,766.4,83
8.7,766.5,61
9.9,766,52
12.7,765.6,41
12.9,765.6,42
12.5,765.6,39
10.5,765.5,58
10.5,765.4,54
7.4,765.3,60
7.5,765.3,64
8,765.1,56
9.2,764.6,53
10.7,764.6,44
11.9,764.2,46
8.8,764.3,59
7.3,763.8,64
4.7,763.2,76
4.6,762.5,74
4.7,762.2,74
4.7,761.8,73
4.5,761.5,73
5.3,760.8,60
3.5,760.3,73
2.5,759.4,84
2.4,758.7,87
3.4,758.4,78
4.5,758.4,71
5.8,758,65
7.1,757.3,61
7,757.3,63
6.1,757.4,63
4.7,757,77
4.3,757.4,85
6.5,758.2,67
9.7,758.6,48
11.1,758.9,46
12.6,759.4,39
13.6,760,43
13.1,760.3,47
11,760.6,60
7.2,760.6,80
7.4,760.7,73
9.5,760.5,69
11.8,759.8,59
14.5,759.4,49
13.7,759.6,49
10.9,759.4,75
9.1,759.1,81
6,759,95
8.2,759,92
7.8,759.3,90
9.4,759.4,79
9.3,760.7,92
14.7,759.7,60
16.1,760.4,48
13.3,761,60
12.2,761.8,61
12.3,761.8,55
10.4,762.3,70
12.6,762.8,57
15.1,763.4,45
14.4,763.6,59
11.6,763.4,68
7.9,763,85
8.8,762.2,76
9.2,760.7,75
12.4,758.6,85
21.4,756.6,35
18.6,758.7,36
15.2,760.2,39
9.2,761.2,59
7.1,761.2,80
8.5,761.2,70
11.8,761.2,60
14.9,760.8,43
14.5,760,45
11.7,759.2,71
11.4,757.8,59
8.2,757,79
7.7,756.8,88
9.5,756.2,82
12.7,755.2,57
15.1,754.5,53
18.3,753.7,30
16.2,753.3,46
13.7,752.9,52
9.1,752.4,73
9.6,751.9,71
11.2,752.1,67
12.5,752.1,61
13.7,752.2,48
12.6,752.8,55
11.6,753.1,55
10.5,753.5,58
8.5,753.8,81
8.1,754,84
10.6,754.9,71
12.5,755.2,59
13.5,755.6,54
11.7,756.4,64
11,756.7,66
9.7,756.3,68
7.7,756.2,82
7.9,756.3,79
10.5,756.3,73
17.7,756,40
21.6,756.9,20
19.9,758.6,28
16.9,760,37
12.1,760.6,57
7.5,760.6,80
9.7,761,62
10.7,761.2,59
13.2,761.5,46
16.5,762.1,31
17,763.1,24
15,764,29
9.7,764.9,42
6.7,765.2,53
7.1,765.9,46
7.9,766.5,59
8.9,766.6,54
14.5,767,40
14.7,767.7,43
14.3,768,41
8.3,768,63
5.7,768.3,72
6.1,768.3,73
6.8,768.7,72
8.9,768.6,52
12.9,769,34
12.3,770.1,36
10.5,770.9,37
6.8,771.1,53
2.3,770.5,81
2.8,770.2,74
4.8,769.9,59
7.8,769.5,44
9.6,769.1,39
9.8,769.1,40
8.3,768.9,46
4.6,767.8,68
2.5,766.5,73
4.1,764.9,78
5.9,763.4,71
8.6,761.6,80
9.9,760,89
12.6,758.8,77
12.6,757.8,76
9.6,757.4,81
10.1,756.3,78
11.2,756.7,73
10.9,756.3,65
15.1,756.3,51
16,756.3,49
19.2,756.7,35
20.1,756.7,32
15.9,757,37
12.2,757,49
14.3,757.5,46
12.5,757.6,57
16.5,758.2,40
21.1,758.2,33
20.9,759.4,30
16.7,760.3,40
12.4,760.2,50
9.2,759.8,61
7.1,759.8,71
9.1,760,63
11.3,760.3,52
16.7,760.1,35
16.1,760.5,37
13.1,762.1,45
8.8,763,63
5.4,762.9,78
6.3,763.2,76
9,763.4,58
7.7,763.9,68
10.7,764.2,59
12.8,764.7,51
9.9,764.9,62
20.9,765.1,26
5.6,765.2,62
6.3,765.8,52
5.5,766.8,71
9.8,767,44
10.4,767.4,44
11.7,768.2,39
9.1,768.7,61
7.7,767.6,64
0.5,766.6,92
0.6,765.1,96
2,763.9,89
4.1,763.2,77
5.9,762.9,65
7.6,763,56
7.4,763.5,49
2.9,763.8,?
0.5,764.3,86
1.1,764.6,66
2.1,764.9,51
3.3,765.4,54
6.9,765.6,33
7.3,767.2,33
5.3,768.2,37
1.3,769.2,52
-0.7,769.4,79
-1.2,769.9,79
0.1,770,70
0.9,770.4,55
3,771.1,41
3,772,44
2.7,772.5,37
0.5,772.2,54
-2.1,771,64
-1.3,769.6,62
0.1,768.4,53
1.7,767.1,48
3,765.6,41
3.6,763.6,39
2.7,762,42
1.2,760.3,50
1.3,758.6,59
2.1,757.6,91
2.8,759.2,69
1.5,762.2,67
2.4,764.2,51
2.1,766,54
1.6,766.6,51
-0.8,766.1,54
-2.3,765,60
-1.3,763.1,62
0.3,760.7,63
0.1,758.8,66
1.6,756.5,47
1.3,754.2,43
1.3,752.9,54
0.1,751,77
-1,750,93
0.1,749.5,92
1.2,750,92
1.7,751.4,96
1.9,752.8,98
5.9,754.6,52
5.9,757.4,51
3.8,759.8,49
1.1,762.3,53
1,764.1,55
1,765.9,49
2,767.2,40
4.3,767.9,34
5.2,769.4,32
3.7,770.6,46
1.3,770.6,56
-0.9,770,71
0.9,769,59
1.5,768.4,58
2.3,767.4,61
4.1,765.8,61
5.5,764.6,63
6.2,763.6,66
2.9,763,89
2,762.7,92
2.4,762.4,89
3.8,762.5,85
5.6,762.4,77
8.1,762.3,63
11.9,762.4,48
9.9,762.9,59
5.3,762.9,81
4.1,762.7,85
2.7,763,89
1.9,763.2,92
5.3,763.2,84
7.7,763.4,74
11.6,763.6,59
8.5,764.6,70
4.5,765.4,87
3.7,765.7,90
3.8,766,88
4.1,766.4,85
3.8,766.6,88
3.5,767,90
4.3,766.9,82
2.9,767,?
1.8,766.8,91
