@relation 'weatherData-weka.filters.unsupervised.attribute.Remove-R1-2,6-7'

@attribute temperature numeric
@attribute pressure numeric
@attribute humidity numeric

@data
24.5,758.3,46
25.3,758.3,44
24.3,759.1,50
23.1,759.4,53
20.6,759.4,65
15.9,758.6,97
16.1,758.5,94
17.7,757.9,80
19.9,756.6,68
20.3,756.4,68
20,755.7,77
19.6,755.3,73
18.5,755.2,88
16.9,755.2,89
16.6,755.2,95
17.5,755.3,92
20.5,755,67
20.3,755,75
18.3,755.3,91
17.6,754.7,92
18.7,755.2,79
17.8,756.7,83
18.1,757.3,84
18.7,758,91
19.3,758.3,91
19.4,758.4,95
17.8,759.1,92
18.4,760.2,85
19.3,761.2,77
17.9,762.1,64
17.5,762.8,76
16.9,763.6,79
20.1,763.3,58
21.5,763.4,59
22.9,763.6,50
21.3,763.2,60
19.3,762.8,71
17.3,762.4,83
17.9,762.1,79
18.4,761.4,73
20.4,760.9,55
21.4,760.6,55
21.7,760.4,59
20.3,759.8,68
18.3,759.2,77
16.6,758.6,86
17.7,758,77
18.9,757.1,61
19.9,756.3,78
20.7,755.3,86
21.6,754.3,83
28.8,754.8,50
25.7,756.6,58
23.5,758,67
24.1,758.9,66
?,759.9,?
26.7,760.2,45
28.1,761,38
27.3,761.8,49
25.3,762.7,46
22.2,762.7,80
20.6,762.8,91
21.2,762.6,92
21.6,762.4,84
23.3,762.2,80
25.9,761.8,67
30,761.4,41
28.4,761.9,48
25.1,761.8,61
19.9,761.6,82
19.9,761,81
22.3,760.9,70
25.9,760.4,54
28.4,760.1,46
28.3,760.1,45
27.3,760.6,56
24.3,760.4,75
20,760.2,89
21.5,759.8,86
21.5,759.8,86
25.1,759.9,67
14,760,?
28.6,759.7,50
26.3,760.3,63
24.1,760.1,74
19.3,759.8,91
18.9,759.7,88
20.5,759.2,83
23.6,758.8,72
23.5,758.2,86
25.6,758,62
21.1,758,73
21.2,757.2,72
19.1,756.8,69
19.5,756.4,64
20.7,756.5,58
22.1,756.5,58
23.1,756.7,56
24.2,756.9,52
23.7,757.6,48
20.2,758.2,64
16.1,758.8,82
16.1,759.6,84
16.2,760.3,80
19.4,760.7,66
21.3,761.1,59
19.3,761.9,75
18.7,762.3,79
17.2,762.4,85
16.3,762.2,89
15.7,762.2,87
16,762.1,83
16.5,761.9,79
17.7,761.4,79
17.9,761,79
17.5,760.2,82
17.1,759,87
18.1,757.6,88
19,756.6,89
22.2,755.9,73
25.5,755,54
27.5,754.6,45
26.8,754.5,48
25.6,755.1,53
22.9,755,66
21.3,754.6,72
22.9,754.3,67
23.1,754.5,70
27.8,754.1,53
30.5,754.5,42
30.4,755.3,39
28.7,756.6,43
25.6,757.2,59
20.3,757.9,81
20.5,758.2,79
22.3,759.1,72
26.9,758.9,52
29.9,759.8,44
30.1,760.7,45
29.3,761.5,45
26,762,63
22.2,762.4,75
20.7,762.2,86
22.5,762.6,79
27.1,762.4,63
29.3,762.5,57
29.1,763.4,56
25.6,764.2,65
21.9,764.7,76
16.8,765,90
15.6,765.3,89
16.7,765.7,82
18.9,765.8,74
19.3,766.3,66
20.5,766.7,58
20.6,767,58
15.9,767.8,77
14.3,767.5,85
13.5,767.3,89
15.7,767,80
20.3,766,58
21.6,765.7,57
19.6,765.9,68
17.3,765.6,80
17.5,764.7,83
16.7,764,87
16.1,763.2,89
16.7,762.7,90
18.1,762.2,85
20.4,761.5,68
19.7,760.6,76
17.9,760,82
16.4,758.9,91
15.5,758.4,93
15.4,758.1,96
15.4,757.9,96
16.4,758.3,96
17.1,758.2,90
17.5,758.3,87
17.9,758.2,73
15.7,758.3,83
13.6,758.2,91
13.9,758.2,89
14.5,758.3,85
15.6,758.2,80
15.7,757.7,88
20.8,756.8,60
19.6,756.8,69
17.9,756.8,75
16.7,756.6,80
16.8,757,82
17.1,757,72
20,756.8,59
21.3,756.8,51
20.9,757.4,58
19.3,757.6,66
16.9,757.6,74
14.3,757.4,82
15.1,756.9,74
17.6,756.5,76
19.6,755.8,58
21.3,756.1,47
22.2,756.9,43
20.1,758,47
18.1,759.2,54
13.3,759.4,80
12.4,759.2,95
14.5,759.1,84
17.1,758.6,67
18.7,758,62
15.7,758.1,87
18.1,757,62
15.4,756.8,80
12.7,755.9,86
13.7,755.3,83
15.1,754.7,79
17.3,753.9,67
17.7,753.2,70
15.4,752.3,78
16.1,751,71
13.8,749,89
13.1,748,84
13.3,747.9,88
14.1,747.6,90
14,747.7,91
14.1,748,83
14.9,748,82
15.4,747.6,83
14.9,747.2,94
15.9,746.8,97
15.6,748,97
15.9,749.8,90
16.7,751.1,85
18.1,751.6,75
20.9,751.9,49
20.3,752.7,50
16.5,753.2,56
13.1,753.5,72
12.9,753.9,65
14.7,754,59
15.1,753.8,69
16.3,753.6,71
15.6,753.2,80
14.3,752,97
13.5,750.7,95
13.2,752.4,89
16.8,754.2,58
18.7,755.6,47
20.5,756.9,41
21.9,757.7,42
21.7,758.6,44
19.7,759.3,44
15.7,759.2,82
13.1,758.9,94
11.3,758.5,87
13.1,758.1,91
16.6,757.5,57
17.6,757,56
15.7,756.2,68
13.3,754.8,86
11.8,753.8,97
12.4,753.7,97
13.3,754.2,91
13.7,754.7,82
15,754.8,76
15,755.5,73
15.7,755.8,70
14.7,756,83
12.8,756,88
12.7,756.1,88
11.5,756.4,97
11.4,756.7,97
14.4,756.4,76
13.8,756.8,79
13.5,756.4,94
13.3,755.9,93
12.1,755.4,96
11.7,?,95
11.2,756.3,95
11.5,757.3,94
11.7,757.5,89
13.8,757.7,73
13.9,757.8,77
13.6,758.1,67
11.6,757.4,88
11.6,757.4,88
13.1,757,89
15,756.7,84
22.1,755.7,53
26.1,755.6,39
25.1,757.4,38
21.4,758.5,41
20.2,759,43
16.2,759,55
14.8,759.3,68
17.5,759.1,50
21.4,758.5,41
23,758.8,45
23.9,759.3,47
23.2,759.2,58
21.1,758.8,69
19.6,758.4,68
19.9,758,64
22.8,757.6,61
26.7,757.3,50
28,757.3,50
27.2,757.7,55
26.2,757.3,52
23.9,757.3,54
20.1,757.4,62
21.6,757.4,57
21.5,757.5,59
25.6,758,44
26.9,758.4,37
26.7,759.3,60
24.9,760.2,43
22,760.6,55
14.9,761,68
14.7,761,63
17.1,760.7,53
21.9,760.4,46
24,760.8,33
24.7,761.7,34
23,762.3,42
19.6,762.7,46
13.7,762.8,63
12.9,762.8,73
15.5,762.4,55
20.9,762.2,41
24.6,762.5,33
25.4,763.3,30
23.7,763.9,32
19.9,764.3,43
14.5,764.6,62
15.1,764.7,54
16.5,764.3,49
20.1,764.5,34
23.3,764.7,32
23.1,765.4,26
20.3,766.1,36
16.2,766.6,48
11.5,766.6,55
10.7,766.2,51
13.4,765.8,38
17.5,765.4,35
20.1,765,43
20.9,764.6,53
19.3,764.5,64
17.2,764.2,73
13.9,763.1,83
13.9,762.4,80
14.7,762.8,78
17.5,763,57
18.7,764,53
18.5,765.3,54
17.9,766.4,57
15.1,766.8,73
12.2,767.1,68
12.5,767,68
15.1,766.6,54
18.5,766.3,40
18.6,765.9,53
17.2,765.8,60
15.5,765.8,63
14.9,765.5,74
12.1,764.8,88
11.7,764.8,85
13.3,764.9,71
14.6,765.4,65
16.8,765.7,56
19.3,765.7,56
21.3,765.3,66
21.1,764.8,67
19.1,764.9,72
21.7,765,60
24.1,764.8,52
26.9,764.7,45
28.6,765,38
28.2,765.8,40
26.9,766.6,47
24.1,767.1,50
17.9,767.7,60
18.2,767.6,55
20.7,767.2,37
23.6,767,35
24.1,767.5,34
22.3,768.3,37
19,768.7,50
13.8,768.8,74
10.3,767.7,84
10.5,766,79
11.7,764.8,70
13.2,763.5,67
15,761.9,57
14,760.3,80
15.7,759.4,57
13.5,758.9,68
10.9,758.4,91
12,757.6,89
12.7,757.9,84
13.1,759.1,74
16.9,758.9,56
17.3,759.3,53
15.9,760.2,58
12.6,760.6,61
10.7,760.3,85
8.9,759.4,95
9.5,759.2,91
12.7,758.4,79
15.5,757,80
17.5,756.4,72
12.5,756.2,94
11.7,755.9,20
12.3,756.2,83
14.6,757,55
15.4,757.8,53
14.9,758.6,48
17.7,758.9,32
16.7,760,32
14.7,761.6,28
12.1,761.8,48
8.6,761.6,88
8,760.8,88
8.7,759.7,84
11.5,758.9,62
13.6,758.6,57
13.1,758,63
12.8,757.5,73
10.1,757.5,81
2.9,757,?
8.3,756.7,85
9,756.9,85
9.9,757,79
11.9,756.8,65
11.1,756.9,82
10.7,757.1,89
10.8,756.8,91
13.1,756.8,72
14.7,757.5,60
16.5,759,53
17.7,760.4,46
18.7,761.3,43
17.7,762.2,54
16.9,762.4,56
13.2,762.4,67
10.1,761.8,79
10.1,761.1,84
10.9,760.5,83
10.3,760.4,95
17.7,758.4,64
23.7,759.8,29
20.9,762,40
18.4,763.9,51
12.3,764.9,63
8.7,765.6,79
10.6,765.7,67
16.9,766,40
18.7,766.3,34
18,766.7,51
15.9,766.9,52
11.1,766.4,75
8.7,765.6,82
9.5,764.4,74
11.3,763.4,56
15.1,762.7,39
16.4,762.7,47
17.5,762.6,43
16.2,763.1,45
12.4,763.3,58
8.2,762.8,79
8.1,762.6,89
10.1,762.4,75
13.2,762,56
15.4,762.2,54
15.9,762.2,51
15.9,761.3,60
12.7,760,84
11.9,759.2,91
14.1,758.7,79
16.8,758.8,51
16.4,760,50
16.7,761,44
16.7,761.7,44
15.2,762.3,53
11.3,762.2,71
7.8,761.8,87
7.3,760.5,82
7.1,759.2,74
10.5,757.2,68
12.6,755.6,65
9.7,754.1,77
9.2,751.4,93
10.9,749.7,95
10.5,751.2,90
10.7,752.7,92
11.1,754.4,91
11.1,756.1,89
11.9,757.6,71
12.8,758.4,62
11.1,758.6,72
10.2,757.9,75
8.5,757.4,90
7.7,757.5,92
8.1,757.4,95
10.9,757,90
13.8,757.7,66
16.2,758.6,45
15.2,760.2,45
13.4,761.2,60
10.5,761.8,57
12.1,761.6,43
12.1,762,43
16.9,761.8,25
17.7,762,25
17.5,762.9,28
15.1,763.6,34
11.8,763.9,40
7.2,763.5,45
9.5,762.7,45
9.3,762.2,54
11.3,761.6,40
14.7,761,32
14.5,761.2,33
13.8,761.5,37
10.5,761.4,43
4.3,761.2,67
4.7,760.8,62
7.3,760.9,46
10.1,760.7,37
12.8,760.5,34
13.2,761.2,40
11.7,761.7,42
10.3,761.7,54
7.3,761.5,58
8.2,761.7,78
8.5,761.5,76
9.7,761.4,61
13.7,761.2,54
15,761.6,39
17.3,762,34
14.2,762.6,41
9.1,763.3,54
9.5,764.2,49
11.3,764.9,40
14.3,765.3,41
18.2,766,33
18.7,767.2,27
16.5,768.5,35
13.3,769.3,37
9.5,769.3,61
10.3,769.1,67
9.9,768.9,76
13.9,768.8,55
15.7,769,49
18.1,769.6,35
15.5,770,48
11.1,770,67
9.8,770,67
9.9,770.8,62
9.9,771.5,67
11.5,772.3,34
16.3,773.4,32
17.2,775.1,28
16.3,776.8,32
14.2,777.5,40
5.7,777.5,74
9.1,777.4,54
10.1,777.2,45
15,776.6,30
17.5,776.3,27
15.6,776.5,41
13.9,776.3,53
13.1,776.1,54
3.7,775.4,95
4.3,774.6,92
6.1,774.2,76
10.7,773.2,56
15.9,772.7,33
15.2,772.3,35
11.5,772,64
7.9,771.2,90
6.5,770.1,94
6.3,769.3,94
6.3,768.8,93
6.9,768.6,87
6.5,767.9,83
8.1,767,75
7.5,766.4,74
5.5,765.8,82
3.4,765.2,93
2.5,764.7,94
4.9,764.3,84
5.5,763.9,85
6.3,763,83
6.7,762.3,82
5.4,761.6,89
4.8,760.6,93
4,759.7,97
4,759.3,95
4.2,759.5,93
4.7,759.9,89
5.4,759.8,83
4.4,760.6,79
6.3,761,70
3.9,761.7,83
2.7,761.4,89
2.9,761.3,89
3.1,761.1,84
3.4,760.9,78
5.1,760,63
5.1,760.7,58
3.9,761.6,64
3.1,762.5,68
2.7,762.4,79
2.5,762.9,84
2.5,763,86
3.5,762.8,85
3.9,762.4,80
3.9,762.2,75
2.8,761.8,77
1.5,761.3,87
1.5,761.2,90
1.6,761.2,93
1.8,761.6,92
2.6,761.7,?
2.9,761.8,89
4.8,762.2,76
4.3,761.9,64
2.4,762.2,75
1.8,762.9,82
2.1,763.2,80
3.9,763.6,64
6.9,763.9,42
9.3,763.5,33
10.7,764,36
10.7,764.3,51
8.7,764.2,59
3.8,764.4,85
4.2,765.1,82
6.7,765.4,50
10.9,765.5,38
12.2,765.8,42
11.9,766.4,42
9.2,767.2,53
10.5,767.5,54
3.1,767.8,79
3.5,767.8,80
6.7,767.6,69
11.1,767.5,40
11.4,767.2,44
13.7,767.8,34
13.1,768.2,36
11.6,767.8,41
6.4,767.2,60
7.9,766.9,49
11,766.8,38
13,766.7,36
14.7,766.4,20
12.9,766.5,?
11.7,766.6,65
8.9,766.4,74
5.5,765.7,82
6,765.5,80
7.8,765.4,74
14.2,765.1,51
14.7,765.4,52
16.7,766.2,45
18.9,766.7,40
14.1,767.2,40
6,767.2,74
5.1,767.1,84
5.8,767.1,79
8.8,766.6,66
15.5,766.4,44
13.9,766.4,55
11.1,766.4,66
7.3,765.9,78
4.9,765.7,84
4.4,765.9,84
6,766.2,74
9.7,766.4,48
15.1,766.3,34
13.9,767.2,43
11.1,767.6,59
5.5,767.7,85
1.9,767.4,94
3.3,767.5,93
5.1,767.5,88
9.3,766.9,65
13.2,767,51
12.1,768.2,58
11.3,768.6,52
4.7,769,82
0.9,768.4,90
1.9,768,85
6.6,767.3,72
7.3,766.4,48
9.7,765.5,65
10.7,765.4,63
7.7,765.1,77
5.7,764.3,80
3.5,763.8,90
1.6,763.3,92
2.7,763.6,89
4.6,763.3,87
7.5,762.8,72
9.1,762.7,63
6.5,762.7,65
5.9,762.8,70
4.7,762.6,82
4.1,763.6,85
3.6,764.2,88
4.3,764.9,79
7.5,765.1,34
9.5,765.9,33
7.7,766.7,38
3.3,766.7,71
-0.3,766,74
2.4,765.4,58
3.8,764.7,53
5.9,764,42
7.5,763.4,35
8,762.3,33
7.5,761.4,38
4.6,760.6,53
0.8,759.7,75
1.6,759.2,69
2.4,758.8,68
6.7,757.7,32
9.1,756.1,26
9.4,754.6,26
6.2,753.2,60
5.6,752.6,79
4.5,751.2,79
4.8,752,79
4.5,754,75
5,755.6,75
10,755.9,51
9.6,756.6,65
8.7,756.7,78
2.8,757.2,100
3.1,756.8,?
2.7,756.8,?
4.5,756.9,93
5.7,757,75
8.5,756.8,64
8.7,757,67
6.1,757.4,76
5.7,757.1,74
3.1,757.4,83
2.9,757.7,77
2.4,758.3,77
3.7,759,72
5.7,759.1,68
6.7,759.5,58
5,760.1,67
1.4,760.6,83
-0.6,760.2,86
0.2,760.1,84
1.1,760.2,83
2.2,759.8,78
5.5,759.4,50
5.7,759.3,48
5.5,759.4,59
2.5,758.9,77
1.7,758.4,78
2.1,758.5,80
0.8,758.2,79
3.1,757.8,71
5.9,756.6,57
6.3,756.2,52
5.7,755.8,55
2.3,755.4,61
1.4,755.2,67
1.1,755.3,68
0.5,755.6,63
2.1,755.1,61
5.4,754.6,43
6.8,754.4,37
5.1,754.6,45
1.7,755,85
-3.2,754.9,97
-2.1,755.2,94
-0.7,755.4,92
1.1,755.6,87
2.7,755.4,82
5.6,755.8,58
5.9,756.3,50
0.7,756.6,69
-1.3,756.7,70
-0.4,756.6,67
0.9,756.5,64
2.5,755.8,56
4.4,754.6,48
5,753,48
4.3,751.4,57
4,749.6,67
3.1,748.1,76
3.4,747.6,74
3.9,747.2,70
4.5,746.7,66
6,745.6,57
5.9,744.5,58
5.1,743.5,72
3.2,742.4,83
2.8,741.3,91
2.6,740.6,91
2.6,740.2,91
3.6,739.4,86
4.9,739.4,81
5.5,739.7,72
4.3,739.7,77
2.9,739.4,89
2.3,738.5,96
2.7,737.5,97
3.3,737.7,95
4.3,739.1,87
4.8,741.4,83
4.5,744.4,84
3.1,747.2,94
1.3,749.2,100
0.4,750.5,100
1.1,751.2,100
3.1,751.6,100
4.7,752.2,97
5.6,753.2,89
5.6,755.2,89
5.9,756.5,73
5.1,757.6,73
5.4,758.6,66
4.2,760,76
4.1,760.4,80
4.5,760.6,80
5.7,760.9,75
7.5,760.5,72
5.3,760.1,80
4.6,759.1,82
4.4,758,84
4.9,757.1,81
6.6,756.7,64
8.8,756.3,51
10.5,756.5,41
12.3,758,32
9.5,759.2,45
8.2,759.9,48
7.5,760.6,58
7.2,761.8,67
8,763,67
8.7,763.6,62
7.7,764.1,70
7.1,764.6,71
4.3,764.4,87
4.3,764.5,84
4.3,764.6,84
4.3,764.8,90
4.8,764.7,86
3.9,764.8,87
7.3,764.4,72
5.7,764.4,72
3.8,764,80
2.7,763.6,81
3.1,763,76
3.3,762.5,66
3.7,762.9,67
4.1,762.9,61
?,762.7,?
5.3,763.4,37
2.7,765,39
-2.3,766.6,45
-3.1,767.1,57
-3.9,767.8,69
-5.1,768.2,78
-1.9,768.3,56
1.9,768.2,46
1.2,768.4,59
-3.3,768.2,74
-7.6,767.1,93
-9.8,765.6,94
-9.4,764.5,91
-8.2,763.1,75
-1.7,761.4,49
-0.4,758.8,57
-1.1,755.9,75
-0.8,751.9,81
-1.8,748.7,94
-1.6,748.4,94
-1.5,751.7,94
-0.4,752,90
-0.6,753.8,94
0.8,753.9,64
0.3,754.4,52
-3,754,71
-6.9,752.5,77
-6.5,750.2,83
-3.9,748.6,94
-3.1,747.3,95
-1.5,747,90
-0.7,746.1,90
0.2,745.5,90
-2.1,746,94
-1.7,747,82
-1.9,748.4,81
-1.9,750.4,79
-0.9,752,50
-0.4,752.8,51
0.1,753.1,58
-1.3,753.8,93
-0.5,754.5,76
-5.9,754.6,89
-7.8,754.6,95
-8.8,754.1,95
-8.2,753.4,95
-7.7,752.6,93
-4.3,751.6,87
-4.5,750.4,76
-6.6,749,78
-10.8,748.9,87
-11.8,748.4,78
-7.6,747.4,62
-6.9,746.6,66
-6.1,745.9,89
-3.3,745.8,74
-4.1,746.9,66
-4.9,747.5,68
-6.3,747.6,68
-6.4,746.6,91
-7.3,746.8,71
-4.6,748,79
-3.6,747.9,69
-2.4,747.2,94
-0.9,748,75
-1.9,748.4,73
-3,747.7,71
-1.5,746.6,74
-0.6,745.1,94
-0.7,750.9,92
-0.6,755.6,84
2.4,756.9,56
3,756.5,54
1.5,754.8,82
0.5,753.2,77
1.5,752.1,96
1.7,752.6,90
1.1,753.4,94
2.8,753.4,93
4.9,753.8,81
5.3,754.8,80
3.1,755.8,93
2.1,756.2,93
1.5,757,92
1.4,759.6,90
1.2,761.8,88
1.9,763.4,87
4.1,763.9,61
3.5,765,65
1.1,766.1,72
-0.9,766.9,89
-2.5,766.6,98
-3.1,767.1,95
-1.8,766.2,92
-0.7,765.4,90
0.6,764.4,90
1.2,763.8,83
1.6,763.6,74
0.8,763.4,64
1.7,763.1,60
2.1,763.6,59
2.9,764.2,57
3.4,764.7,57
4.3,764.7,52
4.6,765.3,56
2.2,766.5,63
-1.6,766.6,69
-1.1,767.1,65
0.3,767.6,57
2.1,768,47
2.7,768.7,43
5.3,769.4,34
5.7,771,38
2.7,772.4,47
-1.8,773.2,53
-2.5,773.6,53
-2.7,774.4,60
-3,775,60
-2.1,775.8,56
3,776.6,35
3.7,777.7,32
0.5,779.2,52
-5.9,780,74
-7.4,780,71
-5.9,780.2,66
-3.2,780.1,61
-2.1,780,56
-0.3,779.8,44
0.5,779.6,40
-1.5,779.6,56
-4.7,779,74
-4.4,778,70
-2.7,776.6,65
-1.7,775.4,63
-0.5,773.8,64
1.3,772.3,54
0.8,771,58
-0.7,769,66
-1.3,766.8,70
-0.7,764.4,73
0.4,762.5,70
1.2,760.6,77
1.3,758.4,94
3.2,757.6,84
5.2,758.2,75
2.7,759.5,88
1.6,761,94
0.9,761.6,94
1.3,762.4,91
1.6,763,89
1.5,763,88
1.2,762.4,86
0.7,761.9,88
-1.4,761.6,88
-2,760.6,91
-1.7,758.9,90
-1.5,757.9,90
-0.1,756.7,86
0.9,755.6,86
1,753.8,90
1.1,753.4,81
-0.9,752.6,81
-3.5,751.8,85
-3.1,750.7,83
-2.1,749.6,83
-0.1,747.1,94
1.2,745,92
1.2,745.4,86
0.8,746.6,83
-0.2,747.8,74
-1.5,749.4,66
-0.3,751.6,82
-1.7,754.6,79
-1,755.9,81
-0.9,756.6,79
0.1,756.7,76
1.3,756.8,68
0.1,755.8,70
-0.9,755.2,63
-0.8,755.2,55
-0.4,756.7,48
0.6,758,40
2.6,758.8,38
5.9,759.8,34
5.5,760.6,35
1.2,761.6,49
-2.3,762.1,58
-2.9,762.7,64
-2.3,762.8,74
0.1,763.4,70
0.9,764.3,75
0.8,764.9,81
1.3,765.4,81
1.1,765.4,74
-1.2,765.8,91
-1.5,765.8,92
-1.9,766,89
-1.5,766.3,66
-1.7,766.7,57
-1.9,767.6,59
-5.1,769.1,68
-8.8,769.6,76
-13.9,769.3,90
-14.1,768.4,90
-13.7,767,90
-6.9,765.1,72
-4.7,764.1,59
-2.4,760.4,47
-1.3,757.7,43
-2.7,755.5,60
-4.3,752.9,75
-4.8,750.5,83
-3.3,748,78
-2.6,745.5,87
-1.6,744,82
-0.5,742.6,68
-1.4,741.1,88
-0.6,739.7,92
-0.4,739.1,88
-0.3,740.5,92
-0.5,743.2,94
-0.7,746.6,93
0.1,750.2,94
2.3,752.8,73
1.5,755.6,74
-2.2,758.7,81
-7.1,761.3,93
-7,762.6,90
-3.7,762.9,85
-0.7,762.9,79
-2.6,763.3,91
-1.1,763.8,91
-3.1,765,93
-3.9,767,91
-4.9,768.6,91
-7.5,770.2,95
-7.5,773,95
-6.5,775,94
-5.5,776,95
-3,776.6,95
-2.9,776.5,95
-3.1,775.7,93
-4.2,775.4,96
-4.5,775.4,96
-4.9,776.1,91
-6.7,776.7,91
-9.8,777.4,94
-8.9,778,85
-8.8,778.1,83
-12.1,777.9,100
-14.7,777.5,95
-15.9,776.9,100
-13.2,776.6,100
-11.9,776.3,100
-9,776.3,82
-4.2,776.1,63
-4.4,776.8,58
-6.7,776.9,67
-10.3,776.8,85
-10,776.5,85
-9,776.2,88
-7.8,775.9,75
-5.4,775.6,80
-3.7,775.1,80
-2.2,774.2,76
-4.9,774.7,85
-5.6,774.2,87
-6.1,773.9,92
-6.3,774,91
-6.7,773.7,94
-7.4,773.9,95
-6.9,774.1,96
-7.2,774.4,100
-8.3,775,100
-8.8,775.2,100
-9.4,775.4,98
-10,776.7,80
-10.2,777.5,85
-10.4,778.2,85
-9.7,778.9,75
-8.8,779.4,70
-11.9,779.8,95
-18.1,779.8,100
-18.4,779.5,100
-16.8,779.2,100
-12.6,778.6,95
-10.4,778.6,95
-9.5,778,79
-9.4,777.8,69
-10.3,777.2,85
-11.2,777.1,85
-11.2,776.8,92
-11.2,776.8,90
-12.8,776.8,90
-14.3,777.3,85
-13.4,777.6,75
-12.2,777.4,65
-14.5,778,80
-16.6,777.5,90
-15.4,777.2,90
-13.6,776.7,85
-12.8,776.2,85
-12.7,776,80
-12.9,775.9,70
-12.2,776,65
-14.7,776.6,75
-16.5,776.8,90
-14.3,777.1,85
-12.7,777.2,85
-12.3,777.5,75
-11.5,777.7,75
-10.4,777.8,70
-10.6,778,70
-13.3,778.4,80
-15.9,777.8,90
-18.4,776.8,90
-20,776.4,90
-22.8,775.4,90
-20.4,774.7,85
-16.4,773.9,80
-16,773.6,80
-19.4,773.2,85
-24,772.7,85
-24,772.1,90
-23.6,771.9,90
-21.7,771.7,90
-21.1,771.8,90
-19.1,771.8,85
-17.4,771.7,80
-20.6,772,90
-24.9,772.3,90
-23.9,772.5,85
-23.5,772.9,90
-22.7,773,90
-21,773.5,90
-18.5,773.6,75
-18.3,773.9,75
-21.8,774.2,85
?,774.1,?
-25,774.2,86
-24.9,774.6,85
-21.5,774.4,85
-20.2,774.1,85
-22.4,774,80
-20,774,80
-20.9,773.8,90
-23.6,773.6,95
-25.3,773.3,96
-22.3,773.2,91
-20.6,772.3,90
-20.4,771.7,85
-17.9,771,70
-16.1,770.2,75
-17.8,769.2,90
-19,768.2,95
-21,767.3,95
-20.4,767,95
-20,766.4,100
-17.6,766.6,95
-15.1,766.9,85
-12.6,767.4,80
-18.2,768,90
-20.4,768.4,95
-20.2,768.8,95
-19.7,769.6,95
-22.2,770,96
-19.9,770.9,90
-17.1,770.9,80
-16.3,771.1,80
-18.9,771,85
-20.6,770.2,85
-19.8,769.3,85
-19.2,768.7,85
-19.2,767.9,85
-17.8,767,85
-18,766.6,80
-17.2,765.6,75
-17.4,764.4,80
-18.6,763.3,85
-18.8,761.9,85
-17.4,760.9,90
-17.6,759.8,90
-16.8,758.8,85
-15.5,758.1,80
-15.1,756.8,80
-16.6,755.7,95
-20.4,754.3,90
-18.6,753.7,90
-20.9,753.9,95
-19.1,754.6,95
-17,756.1,95
-14.2,756.8,?
-12.3,757.6,95
-16,758.8,95
-17.2,759.5,95
-18.3,760.1,95
-17.1,761.6,95
-16.9,761.8,95
-14.7,762.2,95
-14,762.4,90
-11,761.9,80
-11.6,761.3,85
-12.5,759.9,90
-11.1,758.6,90
-10,756.8,90
-10.1,754.9,85
-8.3,752.6,83
-6.4,?,88
-4.9,747.2,85
-4,744.8,87
-4.1,742.9,89
-4.3,741.1,89
-4,739,91
-1.2,735.6,95
-0.1,733.6,96
-0.2,733,96
-0.7,734.4,95
-1.3,738.4,93
-0.4,744,88
-1.5,748.4,94
-3.9,751.9,91
-7.3,754.2,90
-8,755.4,87
-5.7,755.3,87
-4.3,754.1,87
-1.8,752.8,90
-2,751.4,89
-1.8,750.9,90
-1.9,750.2,89
-2,749.7,89
-3.8,749.3,89
-5.1,749.7,85
-4.8,748.6,86
-4.8,747,86
-5.4,745.1,87
-5.1,742.7,88
-3.3,740.3,92
-0.9,738.1,92
-1.1,737,92
0.1,737.2,90
0.4,737.2,90
0.5,737.1,90
0.9,737,88
0.7,737.6,88
-0.1,739,88
-0.2,740.8,88
0.8,743,73
1.1,744.8,77
1.3,744.9,81
1.8,744.9,85
1.8,744.9,85
1.8,745.2,85
1.8,746,89
1,746.9,90
0.3,748.6,90
-0.1,750.9,90
-0.2,752.2,92
-0.6,752.9,92
0.4,752.1,92
0.4,751.7,90
0.6,751.1,90
0.7,749.6,90
0.3,748.6,90
1.1,748.6,90
1.1,749.3,90
0.9,750.5,90
0.7,751.6,90
0.2,752.7,90
-0.5,754.1,92
-2.1,754.4,91
-1.7,753.9,90
-1.4,753.2,88
-0.4,752.4,88
-0.2,751.9,90
-0.3,751.1,90
-0.1,751.1,90
-0.5,751.7,92
-1.1,751.7,91
-2.6,752.3,87
-3.7,755,80
-6.1,756.9,81
-7.6,759.6,76
-13.3,760.4,90
-14.4,760.5,90
-10.8,760.4,90
-9.6,758.5,88
-5.3,755.6,80
-3.7,752.6,78
-3,747.9,82
-1.1,743.2,90
-1.7,739.7,90
-1.3,739.6,92
-1,739.6,92
-0.5,740.2,90
0.2,742.7,90
?,745.7,?
0,749.2,90
-0.6,751.2,92
-0.9,752.9,92
-0.9,754,90
-0.9,755,90
-0.3,755.6,90
0.1,755.6,90
-0.3,755.8,92
-1.1,756.4,93
-1.6,757.1,92
-2.4,757.4,91
-5.4,757.9,90
-7.4,758.6,93
-8.5,760,92
-9.6,760.6,91
-11,761.4,90
-12.9,762.2,90
-16.1,762.1,85
-17.4,761.9,85
-20,761,85
-23.1,760.4,91
-19.6,759.4,90
-16,758.6,90
-13.6,757.6,87
-11.8,756.5,81
-13,755.6,85
-11.2,754,85
-9,752.7,92
-9.3,751,91
-8.6,749.6,92
-3.1,748.1,93
-2.5,747.4,94
-2.1,747.5,94
-2.1,748.2,91
-2,748.1,89
-2.3,748.5,91
-3.1,749.5,90
-4.3,750,91
-6.6,751.6,91
-7.8,754.2,87
