@RELATION weatherData

@ATTRIBUTE 'date' DATE 'dd.MM.yyyy'
@ATTRIBUTE 'time' DATE 'HH:mm'
@ATTRIBUTE 'temperature' NUMERIC
@ATTRIBUTE 'pressure' NUMERIC
@ATTRIBUTE 'deltaPressure' NUMERIC
@ATTRIBUTE 'humidity' NUMERIC
@ATTRIBUTE 'health_influence' {negative_influence, positive_influence, dangerous_influence}
@ATTRIBUTE 'dropPressure' {no, yes}


@DATA
'14.07.2010','12:00',30.7,761.0,0.0,44,negative_influence,no
'13.07.2010','12:00',30.5,763.3,2.3,45,negative_influence,no
'12.07.2010','12:00',29.3,765.8,2.5,53,negative_influence,no
'11.07.2010','12:00',27.1,765.5,0.3,55,negative_influence,no
'10.07.2010','12:00',24.2,765.1,0.4,45,negative_influence,no
'09.07.2010','12:00',25.1,761.4,3.7,69,negative_influence,no
'08.07.2010','12:00',29.9,760.0,1.4,43,positive_influence,no
'07.07.2010','12:00',27.4,757.8,2.2,58,positive_influence,no
'06.07.2010','12:00',28.7,759.5,1.7,36,positive_influence,no
'05.07.2010','12:00',25.9,763.1,3.6,40,negative_influence,no
'04.07.2010','12:00',22.9,766.6,3.5,43,negative_influence,no
'03.07.2010','12:00',18.3,765.3,1.3,65,negative_influence,no
'02.07.2010','12:00',19.0,760.4,4.9,70,negative_influence,no
'01.07.2010','12:00',26.5,758.7,1.7,47,positive_influence,no
'30.06.2010','12:00',24.9,763.9,5.2,46,negative_influence,no
'29.06.2010','12:00',22.5,765.2,1.3,37,negative_influence,no
'28.06.2010','12:00',17.8,765.2,0.0,53,negative_influence,no
'27.06.2010','12:00',16.3,760.9,4.3,70,negative_influence,no
'26.06.2010','12:00',17.9,757.7,3.2,94,negative_influence,no
'25.06.2010','12:00',19.4,758.2,0.5,95,negative_influence,no
'24.06.2010','12:00',18.9,761.6,3.4,60,negative_influence,no
'23.06.2010','12:00',18.5,761.2,0.4,45,negative_influence,no
'22.06.2010','12:00',14.5,760.0,1.2,84,negative_influence,no
'21.06.2010','12:00',21.9,758.8,1.2,76,positive_influence,no
'20.06.2010','12:00',16.9,758.2,0.6,86,negative_influence,no
'19.06.2010','12:00',21.7,756.8,1.4,44,positive_influence,no
'18.06.2010','12:00',18.5,757.6,0.8,40,positive_influence,no
'17.06.2010','12:00',15.5,760.2,2.6,55,negative_influence,no
'16.06.2010','12:00',11.9,757.0,3.2,80,positive_influence,no
'15.06.2010','12:00',14.9,759.4,2.4,74,positive_influence,no
'14.06.2010','12:00',13.0,758.0,1.4,87,negative_influence,no
'13.06.2010','12:00',14.7,745.8,12.2,62,positive_influence,yes
'12.06.2010','12:00',17.4,744.4,1.4,89,negative_influence,no
'11.06.2010','12:00',21.3,758.8,14.4,41,positive_influence,yes
'10.06.2010','12:00',18.9,761.8,3.0,50,negative_influence,no
'09.06.2010','12:00',16.3,762.2,0.4,37,negative_influence,no
'08.06.2010','12:00',9.9,755.8,6.4,89,negative_influence,no
'07.06.2010','12:00',18.4,755.6,0.2,54,positive_influence,no
'06.06.2010','12:00',13.4,761.5,5.9,40,negative_influence,no
'05.06.2010','12:00',13.5,757.2,4.3,53,positive_influence,no
'04.06.2010','12:00',15.3,754.7,2.5,68,positive_influence,no
'03.06.2010','12:00',12.6,760.0,5.3,86,negative_influence,no
'02.06.2010','12:00',11.3,759.2,0.8,94,negative_influence,no
'01.06.2010','12:00',19.5,760.6,1.4,42,negative_influence,no
'31.05.2010','12:00',17.1,761.3,0.7,55,negative_influence,no
'30.05.2010','12:00',11.3,760.4,0.9,73,negative_influence,no
'29.05.2010','12:00',14.3,760.2,0.2,65,negative_influence,no
'28.05.2010','12:00',12.8,757.0,3.2,81,negative_influence,no
'27.05.2010','12:00',9.8,751.2,5.8,97,negative_influence,no
'26.05.2010','12:00',9.8,743.8,7.4,95,negative_influence,no
'25.05.2010','12:00',13.3,748.6,4.8,63,positive_influence,no
'24.05.2010','12:00',13.9,746.7,1.9,82,negative_influence,no
'23.05.2010','12:00',15.3,757.5,10.8,59,positive_influence,yes
'22.05.2010','12:00',19.0,763.8,6.3,62,negative_influence,no
'21.05.2010','12:00',23.3,767.0,3.2,39,negative_influence,no
'20.05.2010','12:00',24.9,769.0,2.0,27,negative_influence,no
'19.05.2010','12:00',21.9,767.3,1.7,36,negative_influence,no
'18.05.2010','12:00',20.8,762.3,5.0,76,negative_influence,no
'17.05.2010','12:00',22.0,757.6,4.7,66,positive_influence,no
'16.05.2010','12:00',24.4,757.1,0.5,56,positive_influence,no
'15.05.2010','12:00',23.6,758.9,1.8,48,positive_influence,no
'14.05.2010','12:00',25.7,761.2,2.3,38,negative_influence,no
'13.05.2010','12:00',23.5,762.3,1.1,56,negative_influence,no
'12.05.2010','12:00',14.4,765.2,2.9,77,negative_influence,no
'11.05.2010','12:00',9.0,763.0,2.2,73,negative_influence,no
'10.05.2010','12:00',8.7,755.7,7.3,94,negative_influence,no
'09.05.2010','12:00',17.7,754.0,1.7,77,positive_influence,no
'08.05.2010','12:00',13.9,758.3,4.3,71,positive_influence,no
'07.05.2010','12:00',9.1,767.2,8.9,58,negative_influence,no
'06.05.2010','12:00',10.5,767.8,0.6,54,negative_influence,no
'05.05.2010','12:00',4.7,762.4,5.4,81,negative_influence,no
'04.05.2010','12:00',5.5,754.0,8.4,95,negative_influence,no
'03.05.2010','12:00',7.9,763.5,9.5,49,negative_influence,no
'02.05.2010','12:00',13.3,754.4,9.1,60,positive_influence,no
'01.05.2010','12:00',12.4,748.0,6.4,94,negative_influence,no
'30.04.2010','12:00',10.7,753.1,5.1,83,negative_influence,no
'29.04.2010','12:00',7.3,758.2,5.1,54,positive_influence,no
'28.04.2010','12:00',8.5,760.3,2.1,46,negative_influence,no
'27.04.2010','12:00',14.3,763.8,3.5,33,negative_influence,no
'26.04.2010','12:00',8.9,771.6,7.8,58,negative_influence,no
'25.04.2010','12:00',7.1,767.6,4.0,30,negative_influence,no
'24.04.2010','12:00',4.2,755.8,11.8,76,positive_influence,yes
'23.04.2010','12:00',2.8,749.2,6.6,94,negative_influence,no
'22.04.2010','12:00',3.7,748.6,0.6,88,negative_influence,no
'21.04.2010','12:00',11.2,757.8,9.2,34,positive_influence,no
'20.04.2010','12:00',6.5,760.4,2.6,58,negative_influence,no
'19.04.2010','12:00',4.9,755.8,4.6,70,positive_influence,no
'18.04.2010','12:00',4.1,746.2,9.6,88,negative_influence,no
'17.04.2010','12:00',4.3,754.8,8.6,85,negative_influence,no
'16.04.2010','12:00',10.3,754.4,0.4,44,positive_influence,no
'15.04.2010','12:00',7.8,762.4,8.0,41,negative_influence,no
'14.04.2010','12:00',7.2,761.8,0.6,70,negative_influence,no
'13.04.2010','12:00',11.9,765.1,3.3,40,negative_influence,no
'12.04.2010','12:00',10.1,772.4,7.3,42,negative_influence,no
'11.04.2010','12:00',10.4,772.2,0.2,60,negative_influence,no
'10.04.2010','12:00',9.3,768.9,3.3,66,negative_influence,no
'09.04.2010','12:00',8.0,769.8,0.9,67,negative_influence,no
'08.04.2010','12:00',4.5,770.7,0.9,80,negative_influence,no
'07.04.2010','12:00',1.6,768.6,2.1,100,negative_influence,no
'06.04.2010','12:00',11.5,769.0,0.4,45,negative_influence,no
'05.04.2010','12:00',9.1,767.9,1.1,61,negative_influence,no
'04.04.2010','12:00',8.7,764.6,3.3,73,negative_influence,no
'03.04.2010','12:00',11.6,762.9,1.7,43,negative_influence,no
'02.04.2010','12:00',10.3,763.4,0.5,64,negative_influence,no
'01.04.2010','12:00',9.9,761.0,2.4,66,negative_influence,no
'31.03.2010','12:00',7.5,761.6,0.6,69,negative_influence,no
'30.03.2010','12:00',5.3,755.2,6.4,76,positive_influence,no
'29.03.2010','12:00',4.3,753.4,1.8,80,positive_influence,no
'28.03.2010','12:00',9.1,746.6,6.8,60,positive_influence,no
'27.03.2010','12:00',4.6,753.0,6.4,95,negative_influence,no
'26.03.2010','12:00',3.9,763.4,10.4,61,negative_influence,yes
'25.03.2010','12:00',-2.8,770.0,6.6,77,negative_influence,no
'24.03.2010','12:00',-4.4,760.5,9.5,77,negative_influence,no
'23.03.2010','12:00',-1.3,758.0,2.5,76,positive_influence,no
'22.03.2010','12:00',-1.7,752.2,5.8,75,positive_influence,no
'21.03.2010','12:00',1.5,749.2,3.0,96,negative_influence,no
'20.03.2010','12:00',3.1,746.7,2.5,93,negative_influence,no
'19.03.2010','12:00',0.3,751.7,5.0,86,negative_influence,no
'18.03.2010','12:00',-3.5,761.6,9.9,85,negative_influence,no
'17.03.2010','12:00',-11.7,759.5,2.1,65,positive_influence,no
'16.03.2010','12:00',-9.8,754.6,4.9,72,positive_influence,no
'15.03.2010','12:00',-6.3,747.5,7.1,79,positive_influence,no
'14.03.2010','12:00',-5.3,744.4,3.1,95,negative_influence,no
'13.03.2010','12:00',-4.8,749.0,4.6,74,positive_influence,no
'12.03.2010','12:00',-1.6,750.0,1.0,92,negative_influence,no
'11.03.2010','12:00',1.5,755.4,5.4,87,negative_influence,no
'10.03.2010','12:00',-0.3,754.2,1.2,86,negative_influence,no
'09.03.2010','12:00',-4.9,761.3,7.1,76,negative_influence,no
'08.03.2010','12:00',-5.9,767.2,5.9,74,negative_influence,no
'07.03.2010','12:00',-4.7,771.8,4.6,71,negative_influence,no
'06.03.2010','12:00',-9.4,764.0,7.8,85,negative_influence,no
'05.03.2010','12:00',-5.9,756.5,7.5,79,positive_influence,no
'04.03.2010','12:00',-4.4,751.0,5.5,84,negative_influence,no
'03.03.2010','12:00',-3.3,748.0,3.0,78,positive_influence,no
'02.03.2010','12:00',1.3,742.1,5.9,94,negative_influence,no
'01.03.2010','12:00',-0.1,750.4,8.3,88,negative_influence,no
'28.02.2010','12:00',1.6,753.2,2.8,90,negative_influence,no
'27.02.2010','12:00',1.8,753.7,0.5,94,negative_influence,no
'26.02.2010','12:00',-4.1,756.6,2.9,80,positive_influence,no
'25.02.2010','12:00',-5.9,761.2,4.6,74,negative_influence,no
'24.02.2010','12:00',-8.7,752.6,8.6,79,positive_influence,no
'23.02.2010','12:00',-8.3,752.0,0.6,80,positive_influence,no
'22.02.2010','12:00',-11.8,750.4,1.6,80,positive_influence,no
'21.02.2010','12:00',-16.3,752.0,1.6,75,positive_influence,no
'20.02.2010','12:00',-24.1,759.8,7.8,60,negative_influence,no
'19.02.2010','12:00',-17.6,758.3,1.5,80,positive_influence,no
'18.02.2010','12:00',-14.6,758.2,0.1,75,positive_influence,no
'17.02.2010','12:00',-12.5,763.0,4.8,75,negative_influence,no
'16.02.2010','12:00',-9.4,757.9,5.1,88,negative_influence,no
'15.02.2010','12:00',-11.3,758.3,0.4,85,negative_influence,no
'14.02.2010','12:00',-7.4,761.9,3.6,79,negative_influence,no
'13.02.2010','12:00',-8.6,766.2,4.3,74,negative_influence,no
'12.02.2010','12:00',-4.6,768.8,2.6,89,negative_influence,no
'11.02.2010','12:00',-6.2,768.8,0.0,81,negative_influence,no
'10.02.2010','12:00',-9.3,765.4,3.4,79,negative_influence,no
'09.02.2010','12:00',-12.0,764.6,0.8,70,negative_influence,no
'08.02.2010','12:00',-9.2,764.0,0.6,76,negative_influence,no
'07.02.2010','12:00',-8.7,769.1,5.1,77,negative_influence,no
'06.02.2010','12:00',-8.6,775.9,6.8,77,negative_influence,no
'05.02.2010','12:00',-5.4,775.0,0.9,83,negative_influence,no
'04.02.2010','12:00',-2.5,768.9,6.1,85,negative_influence,no
'03.02.2010','12:00',-4.0,758.0,10.9,91,negative_influence,yes
'02.02.2010','12:00',-2.5,753.2,4.8,63,positive_influence,no
'01.02.2010','12:00',-4.9,756.6,3.4,85,negative_influence,no
'31.01.2010','12:00',-4.9,750.6,6.0,76,positive_influence,no
'30.01.2010','12:00',-7.4,748.2,2.4,82,negative_influence,no
'29.01.2010','12:00',-12.0,745.4,2.8,75,positive_influence,no
'28.01.2010','12:00',-20.5,755.2,9.8,75,negative_influence,no
'27.01.2010','12:00',-18.8,770.8,15.6,75,negative_influence,yes
'26.01.2010','12:00',-20.2,784.0,13.2,75,negative_influence,yes
'25.01.2010','12:00',-16.5,779.2,4.8,85,negative_influence,no
'24.01.2010','12:00',-20.7,782.0,2.8,80,negative_influence,no
'23.01.2010','12:00',-20.2,785.7,3.7,80,negative_influence,no
'22.01.2010','12:00',-16.7,?,?,80,?,?
'21.01.2010','12:00',-18.7,787.2,?,80,negative_influence,?
'20.01.2010','12:00',-16.7,783.1,4.1,80,negative_influence,no
'19.01.2010','12:00',-15.4,781.4,1.7,70,negative_influence,no
'18.01.2010','12:00',-11.1,781.5,0.1,85,negative_influence,no
'17.01.2010','12:00',-6.0,781.4,0.1,86,negative_influence,no
'16.01.2010','12:00',-6.1,781.8,0.4,89,negative_influence,no
'15.01.2010','12:00',-7.2,773.0,8.8,96,negative_influence,no
'14.01.2010','12:00',-4.5,768.4,4.6,96,negative_influence,no
'13.01.2010','12:00',-4.7,766.6,1.8,96,negative_influence,no
'12.01.2010','12:00',-3.5,766.3,0.3,96,negative_influence,no
'11.01.2010','12:00',-5.3,771.5,5.2,95,negative_influence,no
'10.01.2010','12:00',-14.5,777.8,6.3,85,negative_influence,no
'09.01.2010','12:00',-13.6,774.1,3.7,85,negative_influence,no
'08.01.2010','12:00',-9.0,761.0,13.1,88,negative_influence,yes
'07.01.2010','12:00',-9.0,759.4,1.6,85,negative_influence,no
'06.01.2010','12:00',-6.6,762.2,2.8,86,negative_influence,no
'05.01.2010','12:00',-5.2,754.2,8.0,73,positive_influence,no
'04.01.2010','12:00',-6.1,752.0,2.2,79,positive_influence,no
'03.01.2010','12:00',-19.2,758.8,6.8,80,positive_influence,no
'02.01.2010','12:00',-12.9,759.4,0.6,85,negative_influence,no
'01.01.2010','12:00',-13.8,754.9,4.5,80,positive_influence,no
'31.12.2009','12:00',-7.7,746.4,8.5,93,negative_influence,no
'30.12.2009','12:00',-11.1,745.5,0.9,80,positive_influence,no
'29.12.2009','12:00',-4.7,752.5,7.0,88,negative_influence,no
'28.12.2009','12:00',-4.7,753.4,0.9,83,negative_influence,no
'27.12.2009','12:00',-5.9,743.4,10.0,89,negative_influence,yes
'26.12.2009','12:00',-4.4,745.5,2.1,89,negative_influence,no
'25.12.2009','12:00',-6.6,762.7,17.2,80,negative_influence,yes
'24.12.2009','12:00',-2.7,747.1,15.6,84,negative_influence,yes
'23.12.2009','12:00',-5.2,750.0,2.9,85,negative_influence,no
'22.12.2009','12:00',-10.2,753.7,3.7,80,positive_influence,no
'20.12.2009','12:00',-8.5,760.3,6.6,83,negative_influence,no
'19.12.2009','12:00',-6.8,765.6,5.3,64,negative_influence,no
'18.12.2009','12:00',-9.8,767.8,2.2,81,negative_influence,no
'17.12.2009','12:00',-13.6,773.2,5.4,75,negative_influence,no
'16.12.2009','12:00',-11.0,767.6,5.6,85,negative_influence,no
'15.12.2009','12:00',-12.5,768.2,0.6,80,negative_influence,no
'14.12.2009','12:00',-10.2,770.0,1.8,65,negative_influence,no
'13.12.2009','12:00',-1.6,764.6,5.4,94,negative_influence,no
'12.12.2009','12:00',-0.1,770.9,6.3,84,negative_influence,no
'11.12.2009','12:00',0.1,771.6,0.7,92,negative_influence,no
'10.12.2009','12:00',-1.3,771.0,0.6,85,negative_influence,no
'09.12.2009','12:00',-2.0,770.1,0.9,84,negative_influence,no
'08.12.2009','12:00',0.0,768.6,1.5,82,negative_influence,no
'07.12.2009','12:00',-0.3,768.3,0.3,84,negative_influence,no
'06.12.2009','12:00',-0.9,770.0,1.7,81,negative_influence,no
'05.12.2009','12:00',-2.9,771.4,1.4,91,negative_influence,no
'04.12.2009','12:00',1.5,767.3,4.1,87,negative_influence,no
'03.12.2009','12:00',2.8,760.5,6.8,82,negative_influence,no
'02.12.2009','12:00',3.6,760.0,0.5,99,negative_influence,no
'01.12.2009','12:00',5.7,754.4,5.6,85,negative_influence,no
'30.11.2009','12:00',4.7,759.8,5.4,77,positive_influence,no
'29.11.2009','12:00',5.5,753.2,6.6,85,negative_influence,no
'28.11.2009','12:00',5.2,747.1,6.1,91,negative_influence,no
'27.11.2009','12:00',6.7,748.5,1.4,83,negative_influence,no
'26.11.2009','12:00',6.7,747.3,1.2,94,negative_influence,no
'25.11.2009','12:00',4.6,749.8,2.5,99,negative_influence,no
'24.11.2009','12:00',6.7,745.6,4.2,88,negative_influence,no
'23.11.2009','12:00',5.6,750.2,4.6,91,negative_influence,no
'22.11.2009','12:00',5.1,754.6,4.4,86,negative_influence,no
'21.11.2009','12:00',6.9,751.0,3.6,95,negative_influence,no
'20.11.2009','12:00',6.3,760.0,9.0,73,positive_influence,no
'19.11.2009','12:00',5.5,752.6,7.4,94,negative_influence,no
'18.11.2009','12:00',3.2,754.4,1.8,93,negative_influence,no
'17.11.2009','12:00',1.8,763.1,8.7,94,negative_influence,no
'16.11.2009','12:00',-2.1,768.1,5.0,96,negative_influence,no
'15.11.2009','12:00',-1.3,769.9,1.8,90,negative_influence,no
'14.11.2009','12:00',-1.1,769.8,0.1,76,negative_influence,no
'13.11.2009','12:00',0.5,758.5,11.3,94,negative_influence,yes
'12.11.2009','12:00',0.7,759.2,0.7,79,positive_influence,no
'11.11.2009','12:00',1.4,757.3,1.9,88,negative_influence,no
'10.11.2009','12:00',0.1,763.0,5.7,92,negative_influence,no
'09.11.2009','12:00',0.8,771.5,8.5,86,negative_influence,no
'08.11.2009','12:00',1.9,761.1,10.4,91,negative_influence,yes
'07.11.2009','12:00',1.7,764.9,3.8,90,negative_influence,no
'06.11.2009','12:00',-1.6,765.8,0.9,84,negative_influence,no
'05.11.2009','12:00',-1.3,766.3,0.5,76,negative_influence,no
'04.11.2009','12:00',0.7,766.0,0.3,75,negative_influence,no
'03.11.2009','12:00',0.8,765.7,0.3,75,negative_influence,no
'02.11.2009','12:00',2.9,766.4,0.7,79,negative_influence,no
'01.11.2009','12:00',-0.5,770.2,3.8,88,negative_influence,no
'31.10.2009','12:00',-0.3,770.8,0.6,88,negative_influence,no
'30.10.2009','12:00',0.4,768.2,2.6,69,negative_influence,no
'29.10.2009','12:00',2.5,761.7,6.5,73,negative_influence,no
'28.10.2009','12:00',8.1,753.0,8.7,97,negative_influence,no
'27.10.2009','12:00',9.0,757.3,4.3,92,negative_influence,no
'26.10.2009','12:00',6.6,761.5,4.2,86,negative_influence,no
'25.10.2009','12:00',2.1,769.9,8.4,93,negative_influence,no
'24.10.2009','12:00',5.0,768.4,1.5,89,negative_influence,no
'23.10.2009','12:00',4.8,764.2,4.2,92,negative_influence,no
'22.10.2009','12:00',5.4,767.8,3.6,82,negative_influence,no
'21.10.2009','12:00',8.5,769.8,2.0,81,negative_influence,no
'20.10.2009','12:00',4.5,765.2,4.6,92,negative_influence,no
'19.10.2009','12:00',3.0,760.2,5.0,76,negative_influence,no
'18.10.2009','12:00',3.3,761.8,1.6,83,negative_influence,no
'17.10.2009','12:00',4.7,757.5,4.3,93,negative_influence,no
'16.10.2009','12:00',2.7,763.0,5.5,84,negative_influence,no
'15.10.2009','12:00',4.5,767.7,4.7,80,negative_influence,no
'14.10.2009','12:00',3.7,764.6,3.1,73,negative_influence,no
'13.10.2009','12:00',2.8,756.1,8.5,79,positive_influence,no
'12.10.2009','12:00',1.2,752.9,3.2,92,negative_influence,no
'11.10.2009','12:00',7.5,767.2,14.3,58,negative_influence,yes
'10.10.2009','12:00',7.6,765.9,1.3,53,negative_influence,no
'09.10.2009','12:00',6.3,755.3,10.6,69,positive_influence,yes
'08.10.2009','12:00',10.5,750.5,4.8,59,positive_influence,no
'07.10.2009','12:00',6.4,754.5,4.0,70,positive_influence,no
'06.10.2009','12:00',5.9,754.5,0.0,50,positive_influence,no
'05.10.2009','12:00',9.7,736.6,17.9,77,negative_influence,yes
'04.10.2009','12:00',9.2,739.4,2.8,87,negative_influence,no
'02.10.2009','12:00',6.3,744.4,5.0,70,positive_influence,no
'01.10.2009','12:00',5.5,746.9,2.5,92,negative_influence,no
'29.09.2009','12:00',7.3,744.8,2.1,62,positive_influence,no
'28.09.2009','12:00',13.5,747.4,2.6,93,negative_influence,no
'27.09.2009','12:00',15.8,759.3,11.9,80,positive_influence,yes
'26.09.2009','12:00',11.1,760.4,1.1,87,negative_influence,no
'25.09.2009','12:00',10.9,755.2,5.2,56,positive_influence,no
'24.09.2009','12:00',13.1,751.3,3.9,62,positive_influence,no
'23.09.2009','12:00',14.1,747.8,3.5,94,negative_influence,no
'22.09.2009','12:00',15.5,757.8,10.0,75,positive_influence,yes
'21.09.2009','12:00',12.8,758.5,0.7,93,negative_influence,no
'20.09.2009','12:00',16.1,762.4,3.9,78,negative_influence,no
'19.09.2009','12:00',13.6,761.7,0.7,85,negative_influence,no
'18.09.2009','12:00',11.9,761.2,0.5,51,negative_influence,no
'17.09.2009','12:00',13.8,755.0,6.2,60,positive_influence,no
'16.09.2009','12:00',16.2,762.4,7.4,72,negative_influence,no
'15.09.2009','12:00',17.9,770.4,8.0,65,negative_influence,no
'14.09.2009','12:00',13.3,767.6,2.8,93,negative_influence,no
'13.09.2009','12:00',16.1,764.4,3.2,48,negative_influence,no
'12.09.2009','12:00',15.5,766.4,2.0,63,negative_influence,no
'11.09.2009','12:00',16.3,768.6,2.2,50,negative_influence,no
'10.09.2009','12:00',16.2,768.2,0.4,90,negative_influence,no
'09.09.2009','12:00',19.5,768.5,0.3,66,negative_influence,no
'08.09.2009','12:00',17.1,768.2,0.3,77,negative_influence,no
'07.09.2009','12:00',15.7,761.2,7.0,89,negative_influence,no
'06.09.2009','12:00',15.5,749.6,11.6,96,negative_influence,yes
'05.09.2009','12:00',15.9,757.7,8.1,64,positive_influence,no
'04.09.2009','12:00',20.6,755.8,1.9,66,positive_influence,no
'03.09.2009','12:00',22.0,761.1,5.3,62,negative_influence,no
'02.09.2009','12:00',21.4,764.1,3.0,50,negative_influence,no
'01.09.2009','12:00',18.5,763.5,0.6,66,negative_influence,no
'31.08.2009','12:00',16.7,760.6,2.9,73,negative_influence,no
'30.08.2009','12:00',13.9,757.7,2.9,96,negative_influence,no
'29.08.2009','12:00',19.4,759.6,1.9,73,positive_influence,no
'28.08.2009','12:00',18.3,758.6,1.0,82,negative_influence,no
'27.08.2009','12:00',18.4,757.4,1.2,78,positive_influence,no
'26.08.2009','12:00',19.5,762.7,5.3,64,negative_influence,no
'25.08.2009','12:00',18.4,761.5,1.2,57,negative_influence,no
'24.08.2009','12:00',16.8,760.0,1.5,81,negative_influence,no
'23.08.2009','12:00',18.3,764.6,4.6,69,negative_influence,no
'22.08.2009','12:00',19.0,767.8,3.2,53,negative_influence,no
'21.08.2009','12:00',17.4,770.0,2.2,55,negative_influence,no
'20.08.2009','12:00',15.5,768.2,1.8,71,negative_influence,no
'19.08.2009','12:00',13.7,756.8,11.4,78,positive_influence,yes
'18.08.2009','12:00',17.1,754.4,2.4,78,positive_influence,no
'17.08.2009','12:00',18.1,749.0,5.4,71,positive_influence,no
'16.08.2009','12:00',15.0,755.6,6.6,79,positive_influence,no
'15.08.2009','12:00',16.1,752.8,2.8,78,positive_influence,no
'14.08.2009','12:00',14.2,750.5,2.3,93,negative_influence,no
'13.08.2009','12:00',17.7,?,?,74,?,?
'12.08.2009','12:00',16.3,753.3,?,79,positive_influence,?
'11.08.2009','12:00',23.0,761.8,8.5,47,negative_influence,no
'10.08.2009','12:00',22.3,765.2,3.4,73,negative_influence,no
'09.08.2009','12:00',21.7,767.7,2.5,51,negative_influence,no
'08.08.2009','12:00',22.3,768.2,0.5,48,negative_influence,no
'07.08.2009','12:00',20.6,768.6,0.4,48,negative_influence,no
'06.08.2009','12:00',20.0,767.8,0.8,60,negative_influence,no
'05.08.2009','12:00',15.3,767.0,0.8,86,negative_influence,no
'04.08.2009','12:00',17.9,763.2,3.8,84,negative_influence,no
'03.08.2009','12:00',16.1,758.8,4.4,91,negative_influence,no
'02.08.2009','12:00',18.7,760.7,1.9,73,negative_influence,no
'01.08.2009','12:00',19.4,760.6,0.1,64,negative_influence,no
'31.07.2009','12:00',23.0,762.6,2.0,48,negative_influence,no
'30.07.2009','12:00',19.9,765.2,2.6,71,negative_influence,no
'29.07.2009','12:00',22.3,763.9,1.3,65,negative_influence,no
'28.07.2009','12:00',20.9,758.0,5.9,71,positive_influence,no
'27.07.2009','12:00',21.5,754.9,3.1,64,positive_influence,no
'26.07.2009','12:00',19.8,756.9,2.0,68,positive_influence,no
'25.07.2009','12:00',20.9,753.2,3.7,81,negative_influence,no
'23.07.2009','12:00',19.2,758.6,5.4,77,positive_influence,no
'22.07.2009','12:00',19.0,753.7,4.9,66,positive_influence,no
'21.07.2009','12:00',19.3,752.3,1.4,64,positive_influence,no
'20.07.2009','12:00',23.4,752.2,0.1,72,positive_influence,no
'19.07.2009','12:00',22.9,759.6,7.4,47,positive_influence,no
'18.07.2009','12:00',21.9,759.7,0.1,74,positive_influence,no
'17.07.2009','12:00',20.1,758.6,1.1,79,positive_influence,no
'16.07.2009','12:00',23.3,763.0,4.4,61,negative_influence,no
'15.07.2009','12:00',20.9,764.0,1.0,63,negative_influence,no
'14.07.2009','12:00',17.1,759.2,4.8,80,positive_influence,no
'13.07.2009','12:00',23.1,757.7,1.5,66,positive_influence,no
'12.07.2009','12:00',17.8,761.5,3.8,72,negative_influence,no
'11.07.2009','12:00',22.5,760.5,1.0,44,negative_influence,no
'10.07.2009','12:00',20.7,758.0,2.5,47,positive_influence,no
'09.07.2009','12:00',17.2,750.0,8.0,93,negative_influence,no
'08.07.2009','12:00',16.7,755.0,5.0,86,negative_influence,no
'07.07.2009','12:00',17.5,756.5,1.5,45,positive_influence,no
'06.07.2009','12:00',14.9,754.9,1.6,57,positive_influence,no
'05.07.2009','12:00',11.3,751.9,3.0,69,positive_influence,no
'04.07.2009','12:00',12.9,753.2,1.3,71,positive_influence,no
'03.07.2009','12:00',18.7,756.3,3.1,39,positive_influence,no
'02.07.2009','12:00',21.7,760.6,4.3,67,negative_influence,no
'01.07.2009','12:00',20.9,767.1,6.5,46,negative_influence,no
'30.06.2009','12:00',19.1,770.0,2.9,50,negative_influence,no
'29.06.2009','12:00',18.7,767.8,2.2,71,negative_influence,no
'28.06.2009','12:00',17.1,761.0,6.8,88,negative_influence,no
'27.06.2009','12:00',23.0,767.6,6.6,50,negative_influence,no
'26.06.2009','12:00',24.5,771.3,3.7,37,negative_influence,no
'25.06.2009','12:00',22.4,770.1,1.2,46,negative_influence,no
'24.06.2009','12:00',22.8,768.5,1.6,44,negative_influence,no
'23.06.2009','12:00',18.9,770.6,2.1,60,negative_influence,no
'22.06.2009','12:00',19.3,770.2,0.4,45,negative_influence,no
'21.06.2009','12:00',14.9,763.4,6.8,65,negative_influence,no
'20.06.2009','12:00',16.2,755.2,8.2,55,positive_influence,no
'19.06.2009','12:00',14.6,754.4,0.8,52,positive_influence,no
'18.06.2009','12:00',11.8,756.7,2.3,63,positive_influence,no
'17.06.2009','12:00',9.7,752.8,3.9,95,negative_influence,no
'16.06.2009','12:00',13.3,757.6,4.8,73,positive_influence,no
'15.06.2009','12:00',16.3,754.4,3.2,60,positive_influence,no
'14.06.2009','12:00',16.4,756.2,1.8,68,positive_influence,no
'13.06.2009','12:00',25.7,753.8,2.4,61,positive_influence,no
'12.06.2009','12:00',17.1,755.0,1.2,86,negative_influence,no
'11.06.2009','12:00',14.5,759.7,4.7,91,negative_influence,no
'10.06.2009','12:00',19.2,761.2,1.5,72,negative_influence,no
'09.06.2009','12:00',11.3,762.9,1.7,83,negative_influence,no
'08.06.2009','12:00',11.6,757.8,5.1,61,positive_influence,no
'07.06.2009','12:00',12.1,758.0,0.2,50,positive_influence,no
'06.06.2009','12:00',8.6,752.6,5.4,88,negative_influence,no
'05.06.2009','12:00',8.5,744.6,8.0,89,negative_influence,no
